Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,,-3.9,2.7,4.5,28162,135,1393,18,1.3,0.3,330|1846|3146|3689|5515|6195|6197|6279|6280|6283|6288|6500|7314|7323|7334|7335|10010|51135,BIRC3|DUSP4|HMGB1|ITGB2|PPP2CA|RPS6KA1|RPS6KA3|S100A8|S100A9|S100A12|SAA1|SKP1|UBB|UBE2D3|UBE2N|UBE2V1|TANK|IRAK4,-2.9,N0
Reactome Gene Sets,6,R-HSA-983705,Signaling by the B Cell Receptor (BCR),,-3.9,2.9,4.6,28162,112,1393,16,1.1,0.29,801|805|2534|2885|5293|5530|5579|5698|5699|5721|5966|6500|7314|10125|30011|80228,CALM1|CALM2|FYN|GRB2|PIK3CD|PPP3CA|PRKCB|PSMB9|PSMB10|PSME2|REL|SKP1|UBB|RASGRP1|SH3KBP1|ORAI2,-2.9,N0
Reactome Gene Sets,6,R-HSA-5626467,RHO GTPases activate IQGAPs,,-3.9,5.1,5.2,28162,32,1393,8,0.57,0.2,60|71|801|805|998|7277|8826|10788,ACTB|ACTG1|CALM1|CALM2|CDC42|TUBA4A|IQGAP1|IQGAP2,-2.9,N0
KEGG Pathway,24,hsa05168,Herpes simplex infection,,-3.9,2.4,4.4,28162,185,1393,22,1.6,0.33,355|972|3105|3106|3107|3127|3133|3134|3135|3439|3458|3716|5499|6352|6428|6430|6431|6432|6500|6502|6672|7124,FAS|CD74|HLA-A|HLA-B|HLA-C|HLA-DRB5|HLA-E|HLA-F|HLA-G|IFNA1|IFNG|JAK1|PPP1CA|CCL5|SRSF3|SRSF5|SRSF6|SRSF7|SKP1|SKP2|SP100|TNF,-2.9,N0
KEGG Pathway,24,ko05168,Herpes simplex infection,,-3.9,2.4,4.4,28162,185,1393,22,1.6,0.33,355|972|3105|3106|3107|3127|3133|3134|3135|3439|3458|3716|5499|6352|6428|6430|6431|6432|6500|6502|6672|7124,FAS|CD74|HLA-A|HLA-B|HLA-C|HLA-DRB5|HLA-E|HLA-F|HLA-G|IFNA1|IFNG|JAK1|PPP1CA|CCL5|SRSF3|SRSF5|SRSF6|SRSF7|SKP1|SKP2|SP100|TNF,-2.9,N0
KEGG Pathway,24,ko04114,Oocyte meiosis,,-3.9,2.8,4.5,28162,124,1393,17,1.2,0.29,801|805|5499|5515|5527|5530|5567|6195|6197|6500|7529|7534|9232|10971|441273|442590|100310812,CALM1|CALM2|PPP1CA|PPP2CA|PPP2R5C|PPP3CA|PRKACB|RPS6KA1|RPS6KA3|SKP1|YWHAB|YWHAZ|PTTG1|YWHAQ|SPDYE2|SPDYE5|SPDYE2B,-2.9,N0
KEGG Pathway,24,hsa04114,Oocyte meiosis ,,-3.9,2.8,4.5,28162,124,1393,17,1.2,0.29,801|805|5499|5515|5527|5530|5567|6195|6197|6500|7529|7534|9232|10971|441273|442590|100310812,CALM1|CALM2|PPP1CA|PPP2CA|PPP2R5C|PPP3CA|PRKACB|RPS6KA1|RPS6KA3|SKP1|YWHAB|YWHAZ|PTTG1|YWHAQ|SPDYE2|SPDYE5|SPDYE2B,-2.9,N0
Reactome Gene Sets,6,R-HSA-416482,G alpha (12/13) signalling events,,-3.8,3.3,4.7,28162,80,1393,13,0.93,0.26,148|2786|2793|6915|7074|9138|9459|10451|11214|50650|54331|89846|94235,ADRA1A|GNG4|GNGT2|TBXA2R|TIAM1|ARHGEF1|ARHGEF6|VAV3|AKAP13|ARHGEF3|GNG2|FGD3|GNG8,-2.9,N0
Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-3.8,1.9,4.1,28162,365,1393,35,2.5,0.42,355|472|639|834|835|3486|4194|4697|5300|5305|5366|5436|5441|5515|5527|5932|5934|5982|7029|7161|7314|7529|7534|9219|10542|10971|23112|28984|29883|54971|63970|83990|143686|246175|285521,FAS|ATM|PRDM1|CASP1|CASP2|IGFBP3|MDM4|NDUFA4|PIN1|PIP4K2A|PMAIP1|POLR2G|POLR2L|PPP2CA|PPP2R5C|RBBP8|RBL2|RFC2|TFDP2|TP73|UBB|YWHAB|YWHAZ|MTA2|LAMTOR5|YWHAQ|TNRC6B|RGCC|CNOT7|BANP|TP53AIP1|BRIP1|SESN3|CNOT6L|COX18,-2.8,N0
Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-3.8,2,4.1,28162,309,1393,31,2.2,0.4,331|801|805|814|940|2100|2534|2885|3084|3932|4233|5293|5305|5515|5527|5567|5573|5698|5699|5721|5880|7314|8726|9219|10542|23112|29851|50852|51135|117145|255324,XIAP|CALM1|CALM2|CAMK4|CD28|ESR2|FYN|GRB2|NRG1|LCK|MET|PIK3CD|PIP4K2A|PPP2CA|PPP2R5C|PRKACB|PRKAR1A|PSMB9|PSMB10|PSME2|RAC2|UBB|EED|MTA2|LAMTOR5|TNRC6B|ICOS|TRAT1|IRAK4|THEM4|EPGN,-2.8,N0
Reactome Gene Sets,6,R-HSA-389359,CD28 dependent Vav1 pathway,,-3.8,8.4,5.9,28162,12,1393,5,0.36,0.16,940|998|2534|2885|3932,CD28|CDC42|FYN|GRB2|LCK,-2.8,N0
Reactome Gene Sets,6,R-HSA-112315,Transmission across Chemical Synapses,,-3.7,2.1,4.1,28162,270,1393,28,2,0.38,590|801|805|814|2771|2786|2793|2892|3084|3312|3762|5567|5573|5579|6195|6197|6532|6538|6844|7277|8973|9495|10550|54331|55799|81539|94235|220074,BCHE|CALM1|CALM2|CAMK4|GNAI2|GNG4|GNGT2|GRIA3|NRG1|HSPA8|KCNJ5|PRKACB|PRKAR1A|PRKCB|RPS6KA1|RPS6KA3|SLC6A4|SLC6A11|VAMP2|TUBA4A|CHRNA6|AKAP5|ARL6IP5|GNG2|CACNA2D3|SLC38A1|GNG8|LRTOMT,-2.8,N0
Reactome Gene Sets,6,R-HSA-909733,Interferon alpha/beta signaling,,-3.7,3.4,4.6,28162,72,1393,12,0.86,0.25,3105|3106|3107|3133|3134|3135|3439|3662|3669|3716|8519|8638,HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|IFNA1|IRF4|ISG20|JAK1|IFITM1|OASL,-2.7,N0
Reactome Gene Sets,6,R-HSA-4086398,Ca2+ pathway,,-3.7,3.6,4.7,28162,62,1393,11,0.79,0.24,801|805|2780|2786|2793|5145|5530|23112|51176|54331|94235,CALM1|CALM2|GNAT2|GNG4|GNGT2|PDE6A|PPP3CA|TNRC6B|LEF1|GNG2|GNG8,-2.7,N0
Reactome Gene Sets,6,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,,-3.7,3,4.5,28162,94,1393,14,1,0.27,330|1846|3146|5515|6195|6197|6283|6288|6500|7314|7323|7334|7335|10010,BIRC3|DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A12|SAA1|SKP1|UBB|UBE2D3|UBE2N|UBE2V1|TANK,-2.7,N0
Reactome Gene Sets,6,R-HSA-73887,Death Receptor Signalling,,-3.7,2.6,4.3,28162,141,1393,18,1.3,0.3,330|331|355|396|835|1540|7074|7124|7128|7314|7375|8887|9138|9459|10451|11214|50650|89846,BIRC3|XIAP|FAS|ARHGDIA|CASP2|CYLD|TIAM1|TNF|TNFAIP3|UBB|USP4|TAX1BP1|ARHGEF1|ARHGEF6|VAV3|AKAP13|ARHGEF3|FGD3,-2.7,N0
Reactome Gene Sets,6,R-HSA-162909,Host Interactions of HIV factors,,-3.6,2.6,4.3,28162,130,1393,17,1.2,0.29,567|919|920|926|940|1794|2534|3105|3932|5698|5699|5721|5903|6500|7314|60489|130340,B2M|CD247|CD4|CD8B|CD28|DOCK2|FYN|HLA-A|LCK|PSMB9|PSMB10|PSME2|RANBP2|SKP1|UBB|APOBEC3G|AP1S3,-2.7,N0
KEGG Pathway,24,ko04623,Cytosolic DNA-sensing pathway,,-3.6,3.5,4.6,28162,63,1393,11,0.79,0.24,834|3439|3606|5441|6351|6352|9447|9560|81030|84265|388372,CASP1|IFNA1|IL18|POLR2L|CCL4|CCL5|AIM2|CCL4L2|ZBP1|POLR3GL|CCL4L1,-2.7,N0
KEGG Pathway,24,hsa04623,Cytosolic DNA-sensing pathway ,,-3.6,3.5,4.6,28162,63,1393,11,0.79,0.24,834|3439|3606|5441|6351|6352|9447|9560|81030|84265|388372,CASP1|IFNA1|IL18|POLR2L|CCL4|CCL5|AIM2|CCL4L2|ZBP1|POLR3GL|CCL4L1,-2.7,N0
Reactome Gene Sets,6,R-HSA-5357905,Regulation of TNFR1 signaling,,-3.6,4.6,4.9,28162,35,1393,8,0.57,0.2,330|331|1540|7124|7128|7314|7375|8887,BIRC3|XIAP|CYLD|TNF|TNFAIP3|UBB|USP4|TAX1BP1,-2.7,N0
Reactome Gene Sets,6,R-HSA-114604,GPVI-mediated activation cascade,,-3.6,4.6,4.9,28162,35,1393,8,0.57,0.2,998|2534|3932|3937|5880|10451|10630|27040,CDC42|FYN|LCK|LCP2|RAC2|VAV3|PDPN|LAT,-2.7,N0
KEGG Pathway,24,hsa05143,African trypanosomiasis,,-3.6,4.1,4.7,28162,44,1393,9,0.65,0.21,355|3039|3040|3458|3586|3606|5579|7124|8542,FAS|HBA1|HBA2|IFNG|IL10|IL18|PRKCB|TNF|APOL1,-2.6,N0
KEGG Pathway,24,ko05146,Amoebiasis,,-3.6,2.9,4.4,28162,96,1393,14,1,0.27,1288|2769|3458|3586|3689|3909|3918|5272|5275|5293|5567|5579|7124|7850,COL4A6|GNA15|IFNG|IL10|ITGB2|LAMA3|LAMC2|SERPINB9|SERPINB13|PIK3CD|PRKACB|PRKCB|TNF|IL1R2,-2.6,N0
Reactome Gene Sets,6,R-HSA-975871,MyD88 cascade initiated on plasma membrane,,-3.6,3.1,4.4,28162,85,1393,13,0.93,0.26,1846|3146|5515|6195|6197|6283|6288|6500|7314|7334|7335|51135|81793,DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A12|SAA1|SKP1|UBB|UBE2N|UBE2V1|IRAK4|TLR10,-2.6,N0
Reactome Gene Sets,6,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,,-3.6,3.1,4.4,28162,85,1393,13,0.93,0.26,1846|3146|5515|6195|6197|6283|6288|6500|7314|7334|7335|51135|81793,DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A12|SAA1|SKP1|UBB|UBE2N|UBE2V1|IRAK4|TLR10,-2.6,N0
Reactome Gene Sets,6,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,,-3.6,3.1,4.4,28162,85,1393,13,0.93,0.26,1846|3146|5515|6195|6197|6283|6288|6500|7314|7334|7335|51135|81793,DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A12|SAA1|SKP1|UBB|UBE2N|UBE2V1|IRAK4|TLR10,-2.6,N0
KEGG Pathway,24,hsa04728,Dopaminergic synapse,,-3.5,2.6,4.2,28162,132,1393,17,1.2,0.29,801|805|2771|2786|2793|2892|3762|5499|5515|5521|5527|5530|5567|5579|54331|94235|220074,CALM1|CALM2|GNAI2|GNG4|GNGT2|GRIA3|KCNJ5|PPP1CA|PPP2CA|PPP2R2B|PPP2R5C|PPP3CA|PRKACB|PRKCB|GNG2|GNG8|LRTOMT,-2.6,N0
Reactome Gene Sets,6,R-HSA-168898,Toll-like Receptor Cascades,,-3.5,2.4,4.1,28162,157,1393,19,1.4,0.31,330|1846|3146|3689|5515|6195|6197|6279|6280|6283|6288|6500|7314|7323|7334|7335|10010|51135|81793,BIRC3|DUSP4|HMGB1|ITGB2|PPP2CA|RPS6KA1|RPS6KA3|S100A8|S100A9|S100A12|SAA1|SKP1|UBB|UBE2D3|UBE2N|UBE2V1|TANK|IRAK4|TLR10,-2.6,N0
Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-3.5,1.8,3.9,28162,467,1393,41,2.9,0.45,148|154|624|643|1235|1236|1237|1880|1907|2786|2793|2833|2841|3375|5734|5744|6288|6351|6352|6367|6375|6846|6915|7852|8477|8843|9294|10161|10563|10663|10911|27334|54331|54361|56413|80326|90226|94235|338398|388372|414062,ADRA1A|ADRB2|BDKRB2|CXCR5|CCR6|CCR7|CCR8|GPR183|EDN2|GNG4|GNGT2|CXCR3|GPR18|IAPP|PTGER4|PTHLH|SAA1|CCL4|CCL5|CCL22|XCL1|XCL2|TBXA2R|CXCR4|GPR65|HCAR3|S1PR2|LPAR6|CXCL13|CXCR6|UTS2|P2RY10|GNG2|WNT4|LTB4R2|WNT10A|UCN2|GNG8|TAS2R60|CCL4L1|CCL3L3,-2.6,N0
Reactome Gene Sets,6,R-HSA-5627117,RHO GTPases Activate ROCKs,,-3.5,6.1,5.2,28162,20,1393,6,0.43,0.18,1072|4627|4637|4659|10627|103910,CFL1|MYH9|MYL6|PPP1R12A|MYL12A|MYL12B,-2.6,N0
Reactome Gene Sets,6,R-HSA-8964616,G beta:gamma signalling through CDC42,,-3.5,6.1,5.2,28162,20,1393,6,0.43,0.18,998|2786|2793|9459|54331|94235,CDC42|GNG4|GNGT2|ARHGEF6|GNG2|GNG8,-2.6,N0
KEGG Pathway,24,ko05100,Bacterial invasion of epithelial cells,,-3.5,3.2,4.4,28162,76,1393,12,0.86,0.25,60|71|868|998|3059|4233|5293|10092|10093|10095|10109|399694,ACTB|ACTG1|CBLB|CDC42|HCLS1|MET|PIK3CD|ARPC5|ARPC4|ARPC1B|ARPC2|SHC4,-2.5,N0
Reactome Gene Sets,6,R-HSA-5620971,Pyroptosis,,-3.5,5.1,4.9,28162,28,1393,7,0.5,0.19,834|837|3002|3146|3552|3606|92421,CASP1|CASP4|GZMB|HMGB1|IL1A|IL18|CHMP4C,-2.5,N0
Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-3.5,2.6,4.1,28162,134,1393,17,1.2,0.29,801|805|1072|1521|2153|3309|5099|5216|5552|5579|7114|7277|9749|9948|10487|51571|83706,CALM1|CALM2|CFL1|CTSW|F5|HSPA5|PCDH7|PFN1|SRGN|PRKCB|TMSB4X|TUBA4A|PHACTR2|WDR1|CAP1|CYRIB|FERMT3,-2.5,N0
Reactome Gene Sets,6,R-HSA-164944,Nef and signal transduction,,-3.4,10,5.9,28162,8,1393,4,0.29,0.14,919|1794|2534|3932,CD247|DOCK2|FYN|LCK,-2.5,N0
Reactome Gene Sets,6,R-HSA-8878171,Transcriptional regulation by RUNX1,,-3.4,2.1,3.9,28162,239,1393,25,1.8,0.36,860|894|1493|1997|2625|3015|3021|3458|3558|3559|4005|5275|5579|5588|5698|5699|5721|7161|7314|8784|23067|23112|26053|50943|55904,RUNX2|CCND2|CTLA4|ELF1|GATA3|H2AZ1|H3-3B|IFNG|IL2|IL2RA|LMO2|SERPINB13|PRKCB|PRKCQ|PSMB9|PSMB10|PSME2|TP73|UBB|TNFRSF18|SETD1B|TNRC6B|AUTS2|FOXP3|KMT2E,-2.5,N0
KEGG Pathway,24,hsa05323,Rheumatoid arthritis,,-3.4,2.9,4.2,28162,99,1393,14,1,0.27,54|940|1493|3120|3127|3458|3552|3606|3683|3689|4050|6352|7124|414062,ACP5|CD28|CTLA4|HLA-DQB2|HLA-DRB5|IFNG|IL1A|IL18|ITGAL|ITGB2|LTB|CCL5|TNF|CCL3L3,-2.5,N0
Reactome Gene Sets,6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,,-3.4,2.9,4.2,28162,99,1393,14,1,0.27,60|71|801|805|998|2534|4689|5567|5579|9047|10006|10451|26999|117145,ACTB|ACTG1|CALM1|CALM2|CDC42|FYN|NCF4|PRKACB|PRKCB|SH2D2A|ABI1|VAV3|CYFIP2|THEM4,-2.5,N0
Reactome Gene Sets,6,R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling ,,-3.4,2.9,4.2,28162,99,1393,14,1,0.27,330|1846|3146|5515|6195|6197|6283|6288|6500|7314|7323|7334|7335|10010,BIRC3|DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A12|SAA1|SKP1|UBB|UBE2D3|UBE2N|UBE2V1|TANK,-2.5,N0
Reactome Gene Sets,6,R-HSA-166166,MyD88-independent TLR4 cascade ,,-3.4,2.9,4.2,28162,99,1393,14,1,0.27,330|1846|3146|5515|6195|6197|6283|6288|6500|7314|7323|7334|7335|10010,BIRC3|DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A12|SAA1|SKP1|UBB|UBE2D3|UBE2N|UBE2V1|TANK,-2.5,N0
Reactome Gene Sets,6,R-HSA-1640170,Cell Cycle,,-3.4,1.6,3.7,28162,692,1393,55,3.9,0.52,472|894|3015|3021|4194|4659|4751|5108|5436|5441|5515|5527|5579|5698|5699|5721|5903|5932|5934|5982|6232|6418|6500|6502|7029|7277|7314|7334|7529|7534|8556|9184|9232|9663|10776|10971|11064|11144|11243|23175|23224|25906|27436|55291|55320|57405|79441|80776|83990|84962|92421|95681|119504|140609|220134,ATM|CCND2|H2AZ1|H3-3B|MDM4|PPP1R12A|NEK2|PCM1|POLR2G|POLR2L|PPP2CA|PPP2R5C|PRKCB|PSMB9|PSMB10|PSME2|RANBP2|RBBP8|RBL2|RFC2|RPS27|SET|SKP1|SKP2|TFDP2|TUBA4A|UBB|UBE2N|YWHAB|YWHAZ|CDC14A|BUB3|PTTG1|LPIN2|ARPP19|YWHAQ|CNTRL|DMC1|PMF1|LPIN1|SYNE2|ANAPC15|EML4|PPP6R3|MIS18BP1|SPC25|HAUS3|B9D2|BRIP1|AJUBA|CHMP4C|CEP41|ANAPC16|NEK7|SKA1,-2.5,N0
Reactome Gene Sets,6,R-HSA-9697154,Disorders of Nervous System Development,,-3.4,7.2,5.3,28162,14,1393,5,0.36,0.16,801|805|814|9611|79718,CALM1|CALM2|CAMK4|NCOR1|TBL1XR1,-2.5,N0
Reactome Gene Sets,6,R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,,-3.4,7.2,5.3,28162,14,1393,5,0.36,0.16,801|805|814|9611|79718,CALM1|CALM2|CAMK4|NCOR1|TBL1XR1,-2.5,N0
Reactome Gene Sets,6,R-HSA-8983432,Interleukin-15 signaling,,-3.4,7.2,5.3,28162,14,1393,5,0.36,0.16,2885|3560|3561|3716|3718,GRB2|IL2RB|IL2RG|JAK1|JAK3,-2.5,N0
Reactome Gene Sets,6,R-HSA-9005895,Pervasive developmental disorders,,-3.4,7.2,5.3,28162,14,1393,5,0.36,0.16,801|805|814|9611|79718,CALM1|CALM2|CAMK4|NCOR1|TBL1XR1,-2.5,N0
Reactome Gene Sets,6,R-HSA-9675151,Disorders of Developmental Biology,,-3.4,7.2,5.3,28162,14,1393,5,0.36,0.16,801|805|814|9611|79718,CALM1|CALM2|CAMK4|NCOR1|TBL1XR1,-2.5,N0
Reactome Gene Sets,6,R-HSA-6807004,Negative regulation of MET activity,,-3.4,5.8,5,28162,21,1393,6,0.43,0.18,2885|4233|5771|7314|8027|30011,GRB2|MET|PTPN2|UBB|STAM|SH3KBP1,-2.5,N0
Reactome Gene Sets,6,R-HSA-5669034,TNFs bind their physiological receptors,,-3.4,4.9,4.8,28162,29,1393,7,0.5,0.19,939|944|3604|7133|7293|8744|8784,CD27|TNFSF8|TNFRSF9|TNFRSF1B|TNFRSF4|TNFSF9|TNFRSF18,-2.5,N0
Reactome Gene Sets,6,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,,-3.4,3.1,4.3,28162,78,1393,12,0.86,0.25,940|2100|2534|2885|3084|3932|4233|5293|5880|29851|50852|255324,CD28|ESR2|FYN|GRB2|NRG1|LCK|MET|PIK3CD|RAC2|ICOS|TRAT1|EPGN,-2.5,N0
KEGG Pathway,24,ko04151,PI3K-Akt signaling pathway,,-3.4,1.9,3.8,28162,342,1393,32,2.3,0.4,894|1288|2786|2793|2885|3439|3558|3559|3560|3561|3570|3575|3675|3716|3718|3909|3918|4233|5293|5515|5521|5527|5934|7529|7534|8115|10161|10971|23678|54331|94235|117145,CCND2|COL4A6|GNG4|GNGT2|GRB2|IFNA1|IL2|IL2RA|IL2RB|IL2RG|IL6R|IL7R|ITGA3|JAK1|JAK3|LAMA3|LAMC2|MET|PIK3CD|PPP2CA|PPP2R2B|PPP2R5C|RBL2|YWHAB|YWHAZ|TCL1A|LPAR6|YWHAQ|SGK3|GNG2|GNG8|THEM4,-2.5,N0
Reactome Gene Sets,6,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,,-3.3,2.8,4.1,28162,101,1393,14,1,0.27,1846|3146|5515|6195|6197|6279|6280|6283|6288|6500|7314|7334|7335|51135,DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A8|S100A9|S100A12|SAA1|SKP1|UBB|UBE2N|UBE2V1|IRAK4,-2.5,N0
Reactome Gene Sets,6,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,,-3.3,2.8,4.1,28162,101,1393,14,1,0.27,1846|3146|5515|6195|6197|6279|6280|6283|6288|6500|7314|7334|7335|51135,DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A8|S100A9|S100A12|SAA1|SKP1|UBB|UBE2N|UBE2V1|IRAK4,-2.5,N0
Reactome Gene Sets,6,R-HSA-382551,Transport of small molecules,,-3.3,1.6,3.6,28162,729,1393,57,4.1,0.53,363|478|760|801|805|1831|2495|2786|2793|3039|3040|3767|3954|3990|5243|5567|5573|5698|5699|5721|6500|6509|6513|6528|6530|6538|6541|6566|7314|7355|8140|8170|9153|9635|10060|10396|23169|23678|25800|28231|54331|55144|56606|57185|57419|81539|84230|89872|92745|94235|121601|133418|148867|153201|255231|255738|345274,AQP6|ATP1A3|CA2|CALM1|CALM2|TSC22D3|FTH1|GNG4|GNGT2|HBA1|HBA2|KCNJ11|LETM1|LIPC|ABCB1|PRKACB|PRKAR1A|PSMB9|PSMB10|PSME2|SKP1|SLC1A4|SLC2A1|SLC5A5|SLC6A2|SLC6A11|SLC7A1|SLC16A1|UBB|SLC35A2|SLC7A5|SLC14A2|SLC28A2|CLCA2|ABCC9|ATP8A1|SLC35D1|SGK3|SLC39A6|SLCO4A1|GNG2|LRRC8D|SLC2A9|NIPAL3|SLC24A3|SLC38A1|LRRC8C|AQP10|SLC38A5|GNG8|ANO4|EMB|SLC30A7|SLC36A2|MCOLN2|PCSK9|SLC10A6,-2.4,N0
KEGG Pathway,24,ko05323,Rheumatoid arthritis,,-3.3,2.9,4.2,28162,90,1393,13,0.93,0.26,54|940|1493|3127|3458|3552|3606|3683|3689|4050|6352|7124|414062,ACP5|CD28|CTLA4|HLA-DRB5|IFNG|IL1A|IL18|ITGAL|ITGB2|LTB|CCL5|TNF|CCL3L3,-2.4,N0
KEGG Pathway,24,ko04210,Apoptosis,,-3.3,2.5,4,28162,138,1393,17,1.2,0.29,60|71|330|331|355|472|835|1521|1676|1677|3002|5293|5366|5551|7124|7277|63970,ACTB|ACTG1|BIRC3|XIAP|FAS|ATM|CASP2|CTSW|DFFA|DFFB|GZMB|PIK3CD|PMAIP1|PRF1|TNF|TUBA4A|TP53AIP1,-2.4,N0
KEGG Pathway,24,hsa04210,Apoptosis ,,-3.3,2.5,4,28162,138,1393,17,1.2,0.29,60|71|330|331|355|472|835|1521|1676|1677|3002|5293|5366|5551|7124|7277|63970,ACTB|ACTG1|BIRC3|XIAP|FAS|ATM|CASP2|CTSW|DFFA|DFFB|GZMB|PIK3CD|PMAIP1|PRF1|TNF|TUBA4A|TP53AIP1,-2.4,N0
KEGG Pathway,24,ko05032,Morphine addiction,,-3.3,2.9,4.1,28162,91,1393,13,0.93,0.26,2771|2786|2793|2870|3762|5142|5143|5144|5150|5567|5579|54331|94235,GNAI2|GNG4|GNGT2|GRK6|KCNJ5|PDE4B|PDE4C|PDE4D|PDE7A|PRKACB|PRKCB|GNG2|GNG8,-2.4,N0
Reactome Gene Sets,6,R-HSA-5357956,TNFR1-induced NFkappaB signaling pathway,,-3.3,4.7,4.6,28162,30,1393,7,0.5,0.19,330|331|1540|7124|7128|7314|7375,BIRC3|XIAP|CYLD|TNF|TNFAIP3|UBB|USP4,-2.4,N0
Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-3.3,1.9,3.7,28162,332,1393,31,2.2,0.4,166|331|801|805|864|1487|2780|2786|2793|3015|3021|5145|5216|5515|5527|5530|5579|5698|5699|5721|5880|6500|6736|7314|7534|23112|51176|54331|54361|80326|94235,TLE5|XIAP|CALM1|CALM2|RUNX3|CTBP1|GNAT2|GNG4|GNGT2|H2AZ1|H3-3B|PDE6A|PFN1|PPP2CA|PPP2R5C|PPP3CA|PRKCB|PSMB9|PSMB10|PSME2|RAC2|SKP1|SRY|UBB|YWHAZ|TNRC6B|LEF1|GNG2|WNT4|WNT10A|GNG8,-2.4,N0
Reactome Gene Sets,6,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,,-3.2,6.7,5.1,28162,15,1393,5,0.36,0.16,2885|4233|7314|8027|30011,GRB2|MET|UBB|STAM|SH3KBP1,-2.4,N0
KEGG Pathway,24,hsa05032,Morphine addiction,,-3.2,2.9,4.1,28162,92,1393,13,0.93,0.26,2771|2786|2793|2870|3762|5142|5143|5144|5150|5567|5579|54331|94235,GNAI2|GNG4|GNGT2|GRK6|KCNJ5|PDE4B|PDE4C|PDE4D|PDE7A|PRKACB|PRKCB|GNG2|GNG8,-2.4,N0
Reactome Gene Sets,6,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,,-3.2,2.7,4,28162,104,1393,14,1,0.27,1846|3146|5515|6195|6197|6279|6280|6283|6288|6500|7314|7334|7335|51135,DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A8|S100A9|S100A12|SAA1|SKP1|UBB|UBE2N|UBE2V1|IRAK4,-2.3,N0
Reactome Gene Sets,6,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,,-3.2,2.7,4,28162,104,1393,14,1,0.27,1846|3146|5515|6195|6197|6279|6280|6283|6288|6500|7314|7334|7335|51135,DUSP4|HMGB1|PPP2CA|RPS6KA1|RPS6KA3|S100A8|S100A9|S100A12|SAA1|SKP1|UBB|UBE2N|UBE2V1|IRAK4,-2.3,N0
Reactome Gene Sets,6,R-HSA-8985947,Interleukin-9 signaling,,-3.2,9,5.5,28162,9,1393,4,0.29,0.14,3561|3581|3716|3718,IL2RG|IL9R|JAK1|JAK3,-2.3,N0
KEGG Pathway,24,ko04390,Hippo signaling pathway,,-3.2,2.4,3.9,28162,154,1393,18,1.3,0.3,60|71|894|3398|3689|5499|5515|5521|7046|7161|7529|7534|10971|51176|54361|80326|84552|84962,ACTB|ACTG1|CCND2|ID2|ITGB2|PPP1CA|PPP2CA|PPP2R2B|TGFBR1|TP73|YWHAB|YWHAZ|YWHAQ|LEF1|WNT4|WNT10A|PARD6G|AJUBA,-2.3,N0
Reactome Gene Sets,6,R-HSA-114608,Platelet degranulation ,,-3.2,2.5,3.9,28162,129,1393,16,1.1,0.29,801|805|1072|1521|2153|3309|5099|5216|5552|7114|7277|9749|9948|10487|51571|83706,CALM1|CALM2|CFL1|CTSW|F5|HSPA5|PCDH7|PFN1|SRGN|TMSB4X|TUBA4A|PHACTR2|WDR1|CAP1|CYRIB|FERMT3,-2.3,N0
